,City,Site_Name,Collection_Date,MeV_gc_g_dry_weight,MeV_gc_g_dry_weight_UCI,MeV_gc_g_dry_weight_LCI
10715,Warren,City of Warren Wastewater Treatment Plant,2025-06-05,0.0,0.0,0.0
10716,Warren,City of Warren Wastewater Treatment Plant,2025-06-09,0.0,0.0,0.0
10717,Warren,City of Warren Wastewater Treatment Plant,2025-06-11,0.0,0.0,0.0
10718,Warren,City of Warren Wastewater Treatment Plant,2025-06-12,0.0,0.0,0.0
10719,Warren,City of Warren Wastewater Treatment Plant,2025-06-16,0.0,0.0,0.0
10720,Warren,City of Warren Wastewater Treatment Plant,2025-06-17,0.0,0.0,0.0
10721,Warren,City of Warren Wastewater Treatment Plant,2025-06-18,0.0,0.0,0.0
12375,Traverse City,Traverse City Regional Waste Water Treatment Plant,2025-05-15,0.0,0.0,0.0
12376,Traverse City,Traverse City Regional Waste Water Treatment Plant,2025-05-19,0.0,0.0,0.0
12377,Traverse City,Traverse City Regional Waste Water Treatment Plant,2025-05-21,0.0,0.0,0.0
12378,Traverse City,Traverse City Regional Waste Water Treatment Plant,2025-05-22,0.0,0.0,0.0
12379,Traverse City,Traverse City Regional Waste Water Treatment Plant,2025-05-27,0.0,0.0,0.0
12380,Traverse City,Traverse City Regional Waste Water Treatment Plant,2025-05-28,0.0,0.0,0.0
12381,Traverse City,Traverse City Regional Waste Water Treatment Plant,2025-05-29,0.0,0.0,0.0
12382,Traverse City,Traverse City Regional Waste Water Treatment Plant,2025-06-02,0.0,0.0,0.0
12383,Traverse City,Traverse City Regional Waste Water Treatment Plant,2025-06-04,0.0,0.0,0.0
12384,Traverse City,Traverse City Regional Waste Water Treatment Plant,2025-06-05,0.0,0.0,0.0
12385,Traverse City,Traverse City Regional Waste Water Treatment Plant,2025-06-09,42590.448520138416,51478.34294615918,34790.74603017301
12386,Traverse City,Traverse City Regional Waste Water Treatment Plant,2025-06-11,0.0,0.0,0.0
12387,Traverse City,Traverse City Regional Waste Water Treatment Plant,2025-06-12,0.0,0.0,0.0
12388,Traverse City,Traverse City Regional Waste Water Treatment Plant,2025-06-16,0.0,0.0,0.0
12389,Traverse City,Traverse City Regional Waste Water Treatment Plant,2025-06-18,7222.436379208558,11536.14602660963,3600.1118610481294
12390,Traverse City,Traverse City Regional Waste Water Treatment Plant,2025-06-19,0.0,0.0,0.0
21075,Jackson,Jackson Wastewater Treatment Plant,2025-05-15,0.0,0.0,0.0
21076,Jackson,Jackson Wastewater Treatment Plant,2025-05-18,0.0,0.0,0.0
21077,Jackson,Jackson Wastewater Treatment Plant,2025-05-20,0.0,0.0,0.0
21078,Jackson,Jackson Wastewater Treatment Plant,2025-05-22,0.0,0.0,0.0
21079,Jackson,Jackson Wastewater Treatment Plant,2025-05-24,0.0,0.0,0.0
21080,Jackson,Jackson Wastewater Treatment Plant,2025-05-27,0.0,0.0,0.0
21081,Jackson,Jackson Wastewater Treatment Plant,2025-05-29,0.0,0.0,0.0
21082,Jackson,Jackson Wastewater Treatment Plant,2025-06-01,0.0,0.0,0.0
21083,Jackson,Jackson Wastewater Treatment Plant,2025-06-03,0.0,0.0,0.0
21084,Jackson,Jackson Wastewater Treatment Plant,2025-06-05,0.0,0.0,0.0
21085,Jackson,Jackson Wastewater Treatment Plant,2025-06-08,0.0,0.0,0.0
21086,Jackson,Jackson Wastewater Treatment Plant,2025-06-10,0.0,0.0,0.0
21087,Jackson,Jackson Wastewater Treatment Plant,2025-06-12,0.0,0.0,0.0
21088,Jackson,Jackson Wastewater Treatment Plant,2025-06-15,0.0,0.0,0.0
21089,Jackson,Jackson Wastewater Treatment Plant,2025-06-17,0.0,0.0,0.0
